ID,year,mo,month,quarter,st,state,country,product,category,unit_price,unit,amount
1476,2014,6,Jun,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,8,8000
1477,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,50,6000
1478,2014,7,Jul,Q3,ON,Ontario,Canada,Tablet,Electronic,500,60,30000
1479,2013,8,Aug,Q3,WA,Washington,USA,Tablet,Electronic,500,31,15500
1480,2014,8,Aug,Q3,ON,Ontario,Canada,Mattress,Furniture,800,15,12000
1481,2013,1,Jan,Q1,WA,Washington,USA,Tablet,Electronic,500,1,500
1482,2013,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,9,1080
1483,2014,1,Jan,Q1,CA,California,USA,Tablet,Electronic,500,4,2000
1484,2014,9,Sep,Q3,ON,Ontario,Canada,Printer,Electronic,200,53,10600
1485,2013,10,Oct,Q4,NY,New York,USA,Mattress,Furniture,800,26,20800
1486,2014,9,Sep,Q3,CA,California,USA,Laptop,Electronic,1000,28,28000
1487,2013,1,Jan,Q1,NY,New York,USA,Printer,Electronic,200,62,12400
1488,2014,6,Jun,Q2,WA,Washington,USA,Laptop,Electronic,1000,50,50000
1489,2013,2,Feb,Q1,QU,Quebec,Canada,Printer,Electronic,200,61,12200
1490,2014,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,56,6720
1491,2013,8,Aug,Q3,ON,Ontario,Canada,Tablet,Electronic,500,40,20000
1492,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,15,1800
1493,2013,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,7,7000
1494,2013,7,Jul,Q3,NY,New York,USA,Mattress,Furniture,800,10,8000
1495,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,65,7800
1496,2013,3,Mar,Q1,NY,New York,USA,Laptop,Electronic,1000,22,22000
1497,2014,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,2,240
1498,2013,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,64,32000
1499,2014,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,15,1800
1500,2013,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,30,3600
1501,2013,7,Jul,Q3,NY,New York,USA,Tablet,Electronic,500,24,12000
1502,2013,11,Nov,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,1,1000
1503,2013,6,Jun,Q2,CA,California,USA,Printer,Electronic,200,11,2200
1504,2014,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,27,27000
1505,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,20,2400
1506,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,34,4080
1507,2013,1,Jan,Q1,ON,Ontario,Canada,Chair,Furniture,120,7,840
1508,2013,12,Dec,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,65,65000
1509,2013,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,58,29000
1510,2013,7,Jul,Q3,CA,California,USA,Printer,Electronic,200,11,2200
1511,2014,10,Oct,Q4,CA,California,USA,Laptop,Electronic,1000,62,62000
1512,2014,5,May,Q2,CA,California,USA,Tablet,Electronic,500,62,31000
1513,2014,4,Apr,Q2,WA,Washington,USA,Chair,Furniture,120,34,4080
1514,2013,5,May,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,17,17000
1515,2014,12,Dec,Q4,NY,New York,USA,Printer,Electronic,200,34,6800
1516,2014,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,38,4560
1517,2013,1,Jan,Q1,NY,New York,USA,Mattress,Furniture,800,66,52800
1518,2013,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,48,5760
1519,2013,12,Dec,Q4,NY,New York,USA,Mattress,Furniture,800,22,17600
1520,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,39,4680
1521,2014,9,Sep,Q3,QU,Quebec,Canada,Tablet,Electronic,500,13,6500
1522,2013,11,Nov,Q4,CA,California,USA,Tablet,Electronic,500,39,19500
1523,2014,2,Feb,Q1,CA,California,USA,Laptop,Electronic,1000,60,60000
1524,2014,11,Nov,Q4,WA,Washington,USA,Printer,Electronic,200,54,10800
1525,2013,6,Jun,Q2,NY,New York,USA,Laptop,Electronic,1000,58,58000
1526,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,31,3720
1527,2013,2,Feb,Q1,ON,Ontario,Canada,Printer,Electronic,200,1,200
1528,2013,1,Jan,Q1,CA,California,USA,Tablet,Electronic,500,47,23500
1529,2013,6,Jun,Q2,CA,California,USA,Printer,Electronic,200,5,1000
1530,2013,11,Nov,Q4,NY,New York,USA,Laptop,Electronic,1000,3,3000
1531,2014,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,3,360
1532,2014,6,Jun,Q2,QU,Quebec,Canada,Chair,Furniture,120,25,3000
1533,2014,3,Mar,Q1,NY,New York,USA,Laptop,Electronic,1000,22,22000
1534,2013,6,Jun,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,54,54000
1535,2014,5,May,Q2,CA,California,USA,Printer,Electronic,200,9,1800
1536,2013,12,Dec,Q4,CA,California,USA,Laptop,Electronic,1000,63,63000
1537,2014,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,57,6840
1538,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,3,360
1539,2013,5,May,Q2,NY,New York,USA,Laptop,Electronic,1000,34,34000
1540,2014,7,Jul,Q3,QU,Quebec,Canada,Tablet,Electronic,500,6,3000
1541,2014,5,May,Q2,NY,New York,USA,Chair,Furniture,120,15,1800
1542,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,42,5040
1543,2014,6,Jun,Q2,QU,Quebec,Canada,Chair,Furniture,120,66,7920
1544,2013,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,57,6840
1545,2014,2,Feb,Q1,ON,Ontario,Canada,Mattress,Furniture,800,61,48800
1546,2013,9,Sep,Q3,NY,New York,USA,Laptop,Electronic,1000,29,29000
1547,2014,5,May,Q2,NY,New York,USA,Printer,Electronic,200,15,3000
1548,2013,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,15,1800
1549,2014,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,38,4560
1550,2013,12,Dec,Q4,WA,Washington,USA,Chair,Furniture,120,47,5640
1551,2013,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,56,6720
1552,2014,5,May,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,63,63000
1553,2014,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,62,7440
1554,2013,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,24,12000
1555,2014,1,Jan,Q1,WA,Washington,USA,Laptop,Electronic,1000,59,59000
1556,2013,7,Jul,Q3,ON,Ontario,Canada,Tablet,Electronic,500,53,26500
1557,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,51,6120
1558,2014,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,47,5640
1559,2013,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,48,24000
1560,2013,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,46,46000
1561,2014,1,Jan,Q1,CA,California,USA,Printer,Electronic,200,0,0
1562,2014,1,Jan,Q1,NY,New York,USA,Printer,Electronic,200,60,12000
1563,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,5,600
1564,2014,12,Dec,Q4,ON,Ontario,Canada,Chair,Furniture,120,4,480
1565,2013,8,Aug,Q3,WA,Washington,USA,Tablet,Electronic,500,26,13000
1566,2014,11,Nov,Q4,CA,California,USA,Tablet,Electronic,500,38,19000
1567,2014,10,Oct,Q4,WA,Washington,USA,Chair,Furniture,120,23,2760
1568,2014,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,46,5520
1569,2013,4,Apr,Q2,WA,Washington,USA,Chair,Furniture,120,4,480
1570,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,17,2040
1571,2013,10,Oct,Q4,ON,Ontario,Canada,Chair,Furniture,120,59,7080
1572,2014,11,Nov,Q4,QU,Quebec,Canada,Tablet,Electronic,500,40,20000
1573,2014,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,9,4500
1574,2014,9,Sep,Q3,NY,New York,USA,Mattress,Furniture,800,54,43200
1575,2014,3,Mar,Q1,QU,Quebec,Canada,Chair,Furniture,120,23,2760
1576,2014,1,Jan,Q1,ON,Ontario,Canada,Mattress,Furniture,800,60,48000
1577,2014,8,Aug,Q3,ON,Ontario,Canada,Chair,Furniture,120,21,2520
1578,2013,9,Sep,Q3,ON,Ontario,Canada,Mattress,Furniture,800,23,18400
1579,2013,3,Mar,Q1,NY,New York,USA,Printer,Electronic,200,2,400
1580,2013,10,Oct,Q4,WA,Washington,USA,Laptop,Electronic,1000,10,10000
1581,2013,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,50,6000
1582,2014,6,Jun,Q2,NY,New York,USA,Laptop,Electronic,1000,47,47000
1583,2013,12,Dec,Q4,NY,New York,USA,Laptop,Electronic,1000,25,25000
1584,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,12,1440
1585,2014,4,Apr,Q2,CA,California,USA,Tablet,Electronic,500,54,27000
1586,2014,3,Mar,Q1,QU,Quebec,Canada,Tablet,Electronic,500,26,13000
1587,2013,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,24,2880
1588,2014,1,Jan,Q1,NY,New York,USA,Laptop,Electronic,1000,64,64000
1589,2013,6,Jun,Q2,ON,Ontario,Canada,Tablet,Electronic,500,43,21500
1590,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,45,5400
1591,2013,10,Oct,Q4,NY,New York,USA,Chair,Furniture,120,64,7680
1592,2013,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,40,20000
1593,2013,5,May,Q2,CA,California,USA,Tablet,Electronic,500,13,6500
1594,2013,10,Oct,Q4,QU,Quebec,Canada,Tablet,Electronic,500,20,10000
1595,2013,3,Mar,Q1,CA,California,USA,Mattress,Furniture,800,56,44800
1596,2014,8,Aug,Q3,CA,California,USA,Mattress,Furniture,800,21,16800
1597,2013,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,14,1680
1598,2013,10,Oct,Q4,NY,New York,USA,Chair,Furniture,120,5,600
1599,2014,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,27,27000
1600,2013,12,Dec,Q4,NY,New York,USA,Mattress,Furniture,800,36,28800
1601,2013,10,Oct,Q4,WA,Washington,USA,Chair,Furniture,120,43,5160
1602,2014,9,Sep,Q3,CA,California,USA,Laptop,Electronic,1000,47,47000
1603,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,15,1800
1604,2013,11,Nov,Q4,WA,Washington,USA,Laptop,Electronic,1000,52,52000
1605,2013,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,6,720
1606,2014,3,Mar,Q1,WA,Washington,USA,Chair,Furniture,120,23,2760
1607,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,30,3600
1608,2013,8,Aug,Q3,CA,California,USA,Printer,Electronic,200,27,5400
1609,2013,3,Mar,Q1,CA,California,USA,Tablet,Electronic,500,52,26000
1610,2013,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,31,3720
1611,2014,12,Dec,Q4,QU,Quebec,Canada,Tablet,Electronic,500,35,17500
1612,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,61,7320
1613,2014,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,50,25000
1614,2014,9,Sep,Q3,QU,Quebec,Canada,Chair,Furniture,120,49,5880
1615,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,27,3240
1616,2013,10,Oct,Q4,CA,California,USA,Tablet,Electronic,500,40,20000
1617,2013,1,Jan,Q1,CA,California,USA,Mattress,Furniture,800,53,42400
1618,2014,4,Apr,Q2,ON,Ontario,Canada,Printer,Electronic,200,0,0
1619,2014,1,Jan,Q1,ON,Ontario,Canada,Laptop,Electronic,1000,42,42000
1620,2013,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,5,600
1621,2014,9,Sep,Q3,NY,New York,USA,Tablet,Electronic,500,56,28000
1622,2013,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,55,6600
1623,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,16,1920
1624,2013,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,55,6600
1625,2014,4,Apr,Q2,WA,Washington,USA,Tablet,Electronic,500,19,9500
1626,2014,1,Jan,Q1,ON,Ontario,Canada,Tablet,Electronic,500,56,28000
1627,2013,3,Mar,Q1,QU,Quebec,Canada,Tablet,Electronic,500,17,8500
1628,2014,6,Jun,Q2,ON,Ontario,Canada,Printer,Electronic,200,27,5400
1629,2014,10,Oct,Q4,WA,Washington,USA,Laptop,Electronic,1000,26,26000
1630,2013,8,Aug,Q3,QU,Quebec,Canada,Chair,Furniture,120,16,1920
1631,2013,4,Apr,Q2,NY,New York,USA,Tablet,Electronic,500,7,3500
1632,2014,9,Sep,Q3,ON,Ontario,Canada,Tablet,Electronic,500,32,16000
1633,2014,7,Jul,Q3,ON,Ontario,Canada,Laptop,Electronic,1000,26,26000
1634,2014,5,May,Q2,WA,Washington,USA,Chair,Furniture,120,38,4560
1635,2014,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,66,7920
1636,2013,8,Aug,Q3,CA,California,USA,Mattress,Furniture,800,20,16000
1637,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,1,120
1638,2014,9,Sep,Q3,NY,New York,USA,Laptop,Electronic,1000,38,38000
1639,2014,3,Mar,Q1,CA,California,USA,Printer,Electronic,200,16,3200
1640,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,52,6240
1641,2013,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,8,4000
1642,2014,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,61,7320
1643,2014,5,May,Q2,ON,Ontario,Canada,Laptop,Electronic,1000,61,61000
1644,2014,7,Jul,Q3,ON,Ontario,Canada,Tablet,Electronic,500,14,7000
1645,2013,9,Sep,Q3,WA,Washington,USA,Tablet,Electronic,500,58,29000
1646,2013,2,Feb,Q1,NY,New York,USA,Tablet,Electronic,500,42,21000
1647,2014,9,Sep,Q3,ON,Ontario,Canada,Tablet,Electronic,500,29,14500
1648,2014,3,Mar,Q1,ON,Ontario,Canada,Tablet,Electronic,500,56,28000
1649,2014,11,Nov,Q4,CA,California,USA,Tablet,Electronic,500,39,19500
1650,2014,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,43,43000
1651,2014,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,36,4320
1652,2014,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,5,5000
1653,2014,1,Jan,Q1,NY,New York,USA,Laptop,Electronic,1000,56,56000
1654,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,3,360
1655,2014,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,13,1560
1656,2013,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,46,5520
1657,2014,11,Nov,Q4,ON,Ontario,Canada,Chair,Furniture,120,10,1200
1658,2014,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,7,840
1659,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,56,6720
1660,2013,8,Aug,Q3,ON,Ontario,Canada,Printer,Electronic,200,13,2600
1661,2014,7,Jul,Q3,QU,Quebec,Canada,Laptop,Electronic,1000,64,64000
1662,2013,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,52,6240
1663,2014,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,9,1080
1664,2013,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,56,6720
1665,2013,5,May,Q2,CA,California,USA,Laptop,Electronic,1000,59,59000
1666,2013,5,May,Q2,NY,New York,USA,Tablet,Electronic,500,45,22500
1667,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,40,4800
1668,2014,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,55,27500
1669,2014,5,May,Q2,CA,California,USA,Printer,Electronic,200,31,6200
1670,2014,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,60,30000
1671,2014,6,Jun,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,58,58000
1672,2014,5,May,Q2,NY,New York,USA,Chair,Furniture,120,42,5040
1673,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,51,6120
1674,2013,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,48,24000
1675,2013,10,Oct,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,20,20000
1676,2013,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,63,7560
1677,2013,7,Jul,Q3,ON,Ontario,Canada,Tablet,Electronic,500,66,33000
1678,2013,9,Sep,Q3,NY,New York,USA,Tablet,Electronic,500,59,29500
1679,2014,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,55,6600
1680,2013,2,Feb,Q1,QU,Quebec,Canada,Chair,Furniture,120,7,840
1681,2014,5,May,Q2,NY,New York,USA,Printer,Electronic,200,3,600
1682,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,54,6480
1683,2013,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,9,4500
1684,2013,3,Mar,Q1,NY,New York,USA,Tablet,Electronic,500,42,21000
1685,2014,4,Apr,Q2,CA,California,USA,Laptop,Electronic,1000,31,31000
1686,2013,5,May,Q2,WA,Washington,USA,Chair,Furniture,120,0,0
1687,2014,10,Oct,Q4,QU,Quebec,Canada,Printer,Electronic,200,56,11200
1688,2014,10,Oct,Q4,NY,New York,USA,Laptop,Electronic,1000,45,45000
1689,2013,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,57,57000
1690,2014,4,Apr,Q2,ON,Ontario,Canada,Printer,Electronic,200,16,3200
1691,2013,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,9,1080
1692,2013,4,Apr,Q2,ON,Ontario,Canada,Laptop,Electronic,1000,62,62000
1693,2013,4,Apr,Q2,WA,Washington,USA,Tablet,Electronic,500,10,5000
1694,2013,12,Dec,Q4,NY,New York,USA,Mattress,Furniture,800,35,28000
1695,2014,11,Nov,Q4,QU,Quebec,Canada,Laptop,Electronic,1000,35,35000
1696,2014,8,Aug,Q3,ON,Ontario,Canada,Chair,Furniture,120,21,2520
1697,2013,6,Jun,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,24,24000
1698,2013,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,51,6120
1699,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,4,480
1700,2013,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,49,5880
1701,2013,1,Jan,Q1,CA,California,USA,Tablet,Electronic,500,63,31500
1702,2014,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,5,5000
1703,2014,2,Feb,Q1,NY,New York,USA,Mattress,Furniture,800,11,8800
1704,2013,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,27,3240
1705,2014,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,23,11500
1706,2013,7,Jul,Q3,CA,California,USA,Printer,Electronic,200,5,1000
1707,2013,1,Jan,Q1,CA,California,USA,Laptop,Electronic,1000,50,50000
1708,2014,10,Oct,Q4,WA,Washington,USA,Mattress,Furniture,800,42,33600
1709,2013,9,Sep,Q3,QU,Quebec,Canada,Tablet,Electronic,500,33,16500
1710,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,17,2040
1711,2014,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,33,3960
1712,2014,6,Jun,Q2,CA,California,USA,Laptop,Electronic,1000,44,44000
1713,2014,12,Dec,Q4,ON,Ontario,Canada,Tablet,Electronic,500,16,8000
1714,2013,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,50,25000
1715,2014,4,Apr,Q2,QU,Quebec,Canada,Tablet,Electronic,500,38,19000
1716,2013,1,Jan,Q1,ON,Ontario,Canada,Laptop,Electronic,1000,32,32000
1717,2014,11,Nov,Q4,QU,Quebec,Canada,Chair,Furniture,120,11,1320
1718,2014,3,Mar,Q1,ON,Ontario,Canada,Tablet,Electronic,500,17,8500
1719,2014,5,May,Q2,NY,New York,USA,Printer,Electronic,200,40,8000
1720,2013,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,24,2880
1721,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,17,2040
1722,2013,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,24,2880
1723,2014,10,Oct,Q4,WA,Washington,USA,Chair,Furniture,120,49,5880
1724,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,37,4440
1725,2014,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,53,6360
1726,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,41,4920
1727,2014,9,Sep,Q3,NY,New York,USA,Tablet,Electronic,500,11,5500
1728,2014,7,Jul,Q3,NY,New York,USA,Tablet,Electronic,500,62,31000
1729,2013,11,Nov,Q4,ON,Ontario,Canada,Mattress,Furniture,800,18,14400
1730,2014,1,Jan,Q1,CA,California,USA,Tablet,Electronic,500,43,21500
1731,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,60,7200
1732,2014,2,Feb,Q1,CA,California,USA,Printer,Electronic,200,10,2000
1733,2014,3,Mar,Q1,WA,Washington,USA,Chair,Furniture,120,38,4560
1734,2014,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,60,30000
1735,2014,9,Sep,Q3,WA,Washington,USA,Tablet,Electronic,500,25,12500
1736,2014,8,Aug,Q3,ON,Ontario,Canada,Printer,Electronic,200,48,9600
1737,2014,4,Apr,Q2,NY,New York,USA,Mattress,Furniture,800,38,30400
1738,2013,5,May,Q2,QU,Quebec,Canada,Chair,Furniture,120,9,1080
1739,2013,5,May,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,20,20000
1740,2014,12,Dec,Q4,ON,Ontario,Canada,Chair,Furniture,120,4,480
1741,2013,10,Oct,Q4,NY,New York,USA,Tablet,Electronic,500,3,1500
1742,2014,12,Dec,Q4,NY,New York,USA,Laptop,Electronic,1000,18,18000
1743,2013,11,Nov,Q4,ON,Ontario,Canada,Chair,Furniture,120,12,1440
1744,2014,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,19,9500
1745,2014,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,10,1200
1746,2013,12,Dec,Q4,CA,California,USA,Laptop,Electronic,1000,24,24000
1747,2014,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,29,3480
1748,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,18,2160
1749,2014,6,Jun,Q2,QU,Quebec,Canada,Printer,Electronic,200,62,12400
1750,2013,10,Oct,Q4,QU,Quebec,Canada,Laptop,Electronic,1000,39,39000
1751,2013,10,Oct,Q4,QU,Quebec,Canada,Laptop,Electronic,1000,43,43000
1752,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,45,5400
1753,2014,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,8,8000
1754,2014,5,May,Q2,QU,Quebec,Canada,Chair,Furniture,120,55,6600
1755,2014,10,Oct,Q4,ON,Ontario,Canada,Tablet,Electronic,500,63,31500
1756,2013,7,Jul,Q3,ON,Ontario,Canada,Mattress,Furniture,800,20,16000
1757,2014,4,Apr,Q2,CA,California,USA,Laptop,Electronic,1000,45,45000
1758,2013,4,Apr,Q2,QU,Quebec,Canada,Tablet,Electronic,500,27,13500
1759,2014,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,19,2280
1760,2013,3,Mar,Q1,WA,Washington,USA,Tablet,Electronic,500,44,22000
1761,2013,3,Mar,Q1,CA,California,USA,Mattress,Furniture,800,38,30400
1762,2014,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,15,7500
1763,2014,6,Jun,Q2,WA,Washington,USA,Tablet,Electronic,500,39,19500
1764,2013,5,May,Q2,QU,Quebec,Canada,Chair,Furniture,120,26,3120
1765,2014,4,Apr,Q2,ON,Ontario,Canada,Tablet,Electronic,500,45,22500
1766,2013,5,May,Q2,QU,Quebec,Canada,Chair,Furniture,120,17,2040
1767,2013,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,13,6500
1768,2014,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,37,4440
1769,2013,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,37,4440
1770,2013,7,Jul,Q3,NY,New York,USA,Laptop,Electronic,1000,6,6000
1771,2013,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,56,28000
1772,2014,9,Sep,Q3,WA,Washington,USA,Printer,Electronic,200,3,600
1773,2013,12,Dec,Q4,ON,Ontario,Canada,Tablet,Electronic,500,27,13500
1774,2014,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,27,3240
1775,2013,1,Jan,Q1,QU,Quebec,Canada,Chair,Furniture,120,22,2640
1776,2014,4,Apr,Q2,CA,California,USA,Mattress,Furniture,800,12,9600
1777,2013,7,Jul,Q3,QU,Quebec,Canada,Tablet,Electronic,500,20,10000
1778,2014,4,Apr,Q2,QU,Quebec,Canada,Tablet,Electronic,500,0,0
1779,2014,9,Sep,Q3,NY,New York,USA,Laptop,Electronic,1000,57,57000
1780,2013,4,Apr,Q2,ON,Ontario,Canada,Chair,Furniture,120,47,5640
1781,2013,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,43,5160
1782,2014,3,Mar,Q1,CA,California,USA,Tablet,Electronic,500,21,10500
1783,2014,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,57,28500
1784,2013,2,Feb,Q1,QU,Quebec,Canada,Laptop,Electronic,1000,7,7000
1785,2014,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,66,33000
1786,2014,3,Mar,Q1,ON,Ontario,Canada,Printer,Electronic,200,7,1400
1787,2014,11,Nov,Q4,QU,Quebec,Canada,Mattress,Furniture,800,12,9600
1788,2013,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,11,1320
1789,2013,6,Jun,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,52,52000
1790,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,11,1320
1791,2013,8,Aug,Q3,QU,Quebec,Canada,Chair,Furniture,120,56,6720
1792,2014,11,Nov,Q4,ON,Ontario,Canada,Tablet,Electronic,500,39,19500
1793,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,41,4920
1794,2013,2,Feb,Q1,WA,Washington,USA,Printer,Electronic,200,61,12200
1795,2013,4,Apr,Q2,NY,New York,USA,Laptop,Electronic,1000,57,57000
1796,2014,1,Jan,Q1,WA,Washington,USA,Tablet,Electronic,500,18,9000
1797,2014,6,Jun,Q2,CA,California,USA,Printer,Electronic,200,60,12000
1798,2013,12,Dec,Q4,WA,Washington,USA,Chair,Furniture,120,49,5880
1799,2013,6,Jun,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,64,64000
1800,2013,1,Jan,Q1,NY,New York,USA,Tablet,Electronic,500,18,9000
1801,2013,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,12,1440
1802,2014,10,Oct,Q4,ON,Ontario,Canada,Chair,Furniture,120,56,6720
1803,2014,4,Apr,Q2,ON,Ontario,Canada,Chair,Furniture,120,17,2040
1804,2014,8,Aug,Q3,ON,Ontario,Canada,Chair,Furniture,120,59,7080
1805,2013,3,Mar,Q1,WA,Washington,USA,Laptop,Electronic,1000,6,6000
